_id,location_name,address,year,year_stage,suspected_non_fatal_overdoses
733,Na-Me-Res ,14 Vaughan Rd,2018,Q3,NA
734,Na-Me-Res ,14 Vaughan Rd,2018,Q4,NA
735,Na-Me-Res ,14 Vaughan Rd,2019,Q1,NA
736,Na-Me-Res ,14 Vaughan Rd,2019,Q2,NA
737,Na-Me-Res ,14 Vaughan Rd,2019,Q3,NA
738,Na-Me-Res ,14 Vaughan Rd,2019,Q4,< 5
739,Na-Me-Res ,14 Vaughan Rd,2020,Q1,< 5
740,Na-Me-Res ,14 Vaughan Rd,2020,Q2,NA
741,Na-Me-Res ,14 Vaughan Rd,2020,Q3,NA
742,Na-Me-Res ,14 Vaughan Rd,2020,Q4,< 5
743,Na-Me-Res ,14 Vaughan Rd,2021,Q1,< 5
744,Na-Me-Res ,14 Vaughan Rd,2021,Q2,0
745,Na-Me-Res ,14 Vaughan Rd,2021,Q3,0
746,Na-Me-Res ,14 Vaughan Rd,2021,Q4,0
747,Na-Me-Res ,14 Vaughan Rd,2022,Q1,0
748,Na-Me-Res ,14 Vaughan Rd,2022,Q2,< 5
749,Na-Me-Res ,14 Vaughan Rd,2022,Q3,0
750,Na-Me-Res ,14 Vaughan Rd,2022,Q4,0
751,Na-Me-Res ,14 Vaughan Rd,2023,Q1,NA
752,Na-Me-Res ,14 Vaughan Rd,2023,Q2,NA
753,Na-Me-Res ,14 Vaughan Rd,2023,Q3,NA
754,Na-Me-Res ,14 Vaughan Rd,2023,Q4,< 5
755,Queen Elizabeth Building,180 Princes' Blvd,2018,Q1,NA
756,Queen Elizabeth Building,180 Princes' Blvd,2018,Q2,NA
757,Queen Elizabeth Building,180 Princes' Blvd,2018,Q3,NA
758,Queen Elizabeth Building,180 Princes' Blvd,2018,Q4,30
759,Queen Elizabeth Building,180 Princes' Blvd,2019,Q1,50
760,Queen Elizabeth Building,180 Princes' Blvd,2019,Q2,< 5
761,Queen Elizabeth Building,180 Princes' Blvd,2019,Q3,NA
762,Queen Elizabeth Building,180 Princes' Blvd,2019,Q4,NA
763,Queen Elizabeth Building,180 Princes' Blvd,2020,Q1,NA
764,Queen Elizabeth Building,180 Princes' Blvd,2020,Q2,NA
765,Queen Elizabeth Building,180 Princes' Blvd,2020,Q3,NA
766,Queen Elizabeth Building,180 Princes' Blvd,2020,Q4,< 5
767,Red Door Family Shelter,189B Booth Ave,2021,Q1,< 5
768,Red Door Family Shelter,189B Booth Ave,2021,Q2,0
769,Red Door Family Shelter,189B Booth Ave,2021,Q3,0
770,Red Door Family Shelter,189B Booth Ave,2021,Q4,0
771,SA Evangeline Residence,2808 Dundas St W,2019,Q1,NA
772,SA Evangeline Residence,2808 Dundas St W,2019,Q2,NA
773,SA Evangeline Residence,2808 Dundas St W,2019,Q3,NA
774,SA Evangeline Residence,2808 Dundas St W,2019,Q4,< 5
775,SA Evangeline Residence,2808 Dundas St W,2021,Q1,< 5
776,SA Evangeline Residence,2808 Dundas St W,2021,Q2,0
777,SA Evangeline Residence,2808 Dundas St W,2021,Q3,< 5
778,SA Evangeline Residence,2808 Dundas St W,2021,Q4,< 5
779,SA Evangeline Residence,2808 Dundas St W,2022,Q1,0
780,SA Evangeline Residence,2808 Dundas St W,2022,Q2,< 5
781,SA Evangeline Residence,2808 Dundas St W,2022,Q3,< 5
782,SA Evangeline Residence,2808 Dundas St W,2022,Q4,0
783,SA Evangeline Residence,2808 Dundas St W,2023,Q1,NA
784,SA Evangeline Residence,2808 Dundas St W,2023,Q2,NA
785,SA Evangeline Residence,2808 Dundas St W,2023,Q3,NA
786,SA Evangeline Residence,2808 Dundas St W,2023,Q4,< 5
787,SA Evangeline Residence,2808 Dundas St W,2024,Q1,< 5
788,SA Florence Booth House,723 Queen St W,2019,Q1,< 5
789,SA Florence Booth House,723 Queen St W,2019,Q2,NA
790,SA Florence Booth House,723 Queen St W,2019,Q3,NA
791,SA Florence Booth House,723 Queen St W,2019,Q4,< 5
792,SA Gateway,107 Jarvis St,2018,Q1,NA
793,SA Gateway,107 Jarvis St,2018,Q2,< 5
794,SA Gateway,107 Jarvis St,2018,Q3,< 5
795,SA Gateway,107 Jarvis St,2018,Q4,NA
796,SA Gateway,107 Jarvis St,2019,Q1,< 5
797,SA Gateway,107 Jarvis St,2019,Q2,< 5
798,SA Gateway,107 Jarvis St,2019,Q3,< 5
799,SA Gateway,107 Jarvis St,2019,Q4,NA
800,SA Gateway,107 Jarvis St,2020,Q1,NA
801,SA Gateway,107 Jarvis St,2020,Q2,< 5
802,SA Gateway,107 Jarvis St,2020,Q3,NA
803,SA Gateway,107 Jarvis St,2020,Q4,< 5
804,SA Gateway,107 Jarvis St,2021,Q1,0
805,SA Gateway,107 Jarvis St,2021,Q2,0
806,SA Gateway,107 Jarvis St,2021,Q3,< 5
807,SA Gateway,107 Jarvis St,2021,Q4,< 5
808,SA Gateway,107 Jarvis St,2022,Q1,0
809,SA Gateway,107 Jarvis St,2022,Q2,< 5
810,SA Gateway,107 Jarvis St,2022,Q3,0
811,SA Gateway,107 Jarvis St,2022,Q4,< 5
812,SA Gateway,107 Jarvis St,2023,Q1,< 5
813,SA Gateway,107 Jarvis St,2023,Q2,< 5
814,SA Gateway,107 Jarvis St,2023,Q3,0
815,SA Gateway,107 Jarvis St,2023,Q4,< 5
816,SA Gateway,107 Jarvis St,2024,Q1,< 5
817,SA Gateway,107 Jarvis St,2024,Q2,< 5
818,SA Islington Seniors' Shelter,2671 Islington Ave,2019,Q1,< 5
819,SA Islington Seniors' Shelter,2671 Islington Ave,2019,Q2,NA
820,SA Islington Seniors' Shelter,2671 Islington Ave,2019,Q3,< 5
821,SA Islington Seniors' Shelter,2671 Islington Ave,2019,Q4,NA
822,SA Islington Seniors' Shelter,2671 Islington Ave,2020,Q1,NA
823,SA Islington Seniors' Shelter,2671 Islington Ave,2020,Q2,NA
824,SA Islington Seniors' Shelter,2671 Islington Ave,2020,Q3,NA
825,SA Islington Seniors' Shelter,2671 Islington Ave,2020,Q4,< 5
826,SA Islington Seniors' Shelter,2671 Islington Ave,2021,Q1,0
827,SA Islington Seniors' Shelter,2671 Islington Ave,2021,Q2,0
828,SA Islington Seniors' Shelter,2671 Islington Ave,2021,Q3,< 5
829,SA Islington Seniors' Shelter,2671 Islington Ave,2021,Q4,< 5
830,SA Islington Seniors' Shelter,2671 Islington Ave,2022,Q1,< 5
831,SA Islington Seniors' Shelter,2671 Islington Ave,2022,Q2,< 5
832,SA Islington Seniors' Shelter,2671 Islington Ave,2022,Q3,0
833,SA Islington Seniors' Shelter,2671 Islington Ave,2022,Q4,0
834,SA Maxwell Meighen Centre,135 Sherbourne St,2018,Q1,< 5
835,SA Maxwell Meighen Centre,135 Sherbourne St,2018,Q2,< 5
836,SA Maxwell Meighen Centre,135 Sherbourne St,2018,Q3,< 5
837,SA Maxwell Meighen Centre,135 Sherbourne St,2018,Q4,< 5
838,SA Maxwell Meighen Centre,135 Sherbourne St,2019,Q1,5
839,SA Maxwell Meighen Centre,135 Sherbourne St,2019,Q2,8
840,SA Maxwell Meighen Centre,135 Sherbourne St,2019,Q3,< 5
841,SA Maxwell Meighen Centre,135 Sherbourne St,2019,Q4,< 5
842,SA Maxwell Meighen Centre,135 Sherbourne St,2020,Q1,8
843,SA Maxwell Meighen Centre,135 Sherbourne St,2020,Q2,6
844,SA Maxwell Meighen Centre,135 Sherbourne St,2020,Q3,< 5
845,SA Maxwell Meighen Centre,135 Sherbourne St,2020,Q4,5
846,SA Maxwell Meighen Centre,135 Sherbourne St,2021,Q1,6
847,SA Maxwell Meighen Centre,135 Sherbourne St,2021,Q2,5
848,SA Maxwell Meighen Centre,135 Sherbourne St,2021,Q3,9
849,SA Maxwell Meighen Centre,135 Sherbourne St,2021,Q4,23
850,SA Maxwell Meighen Centre,135 Sherbourne St,2022,Q1,11
851,SA Maxwell Meighen Centre,135 Sherbourne St,2022,Q2,9
852,SA Maxwell Meighen Centre,135 Sherbourne St,2022,Q3,7
853,SA Maxwell Meighen Centre,135 Sherbourne St,2022,Q4,27
854,SA Maxwell Meighen Centre,135 Sherbourne St,2023,Q1,14
855,SA Maxwell Meighen Centre,135 Sherbourne St,2023,Q2,21
856,SA Maxwell Meighen Centre,135 Sherbourne St,2023,Q3,9
857,SA Maxwell Meighen Centre,135 Sherbourne St,2023,Q4,16
858,SA Maxwell Meighen Centre,135 Sherbourne St,2024,Q1,21
859,SA Maxwell Meighen Centre,135 Sherbourne St,2024,Q2,10
860,SA Maxwell Meighen Centre,135 Sherbourne St,2024,Q3,13
861,SA New Hope Leslieville,29A Leslie St,2018,Q1,< 5
862,SA New Hope Leslieville,29A Leslie St,2018,Q2,NA
863,SA New Hope Leslieville,29A Leslie St,2018,Q3,NA
864,SA New Hope Leslieville,29A Leslie St,2018,Q4,NA
865,SA New Hope Leslieville,29A Leslie St,2019,Q1,< 5
866,SA New Hope Leslieville,29A Leslie St,2019,Q2,NA
867,SA New Hope Leslieville,29A Leslie St,2019,Q3,NA
868,SA New Hope Leslieville,29A Leslie St,2019,Q4,NA
869,SA New Hope Leslieville,29A Leslie St,2020,Q1,< 5
870,SA New Hope Leslieville,29A Leslie St,2020,Q2,NA
871,SA New Hope Leslieville,29A Leslie St,2020,Q3,< 5
872,SA New Hope Leslieville,29A Leslie St,2020,Q4,< 5
873,SA New Hope Leslieville,29A Leslie St,2021,Q1,< 5
874,SA New Hope Leslieville,29A Leslie St,2021,Q2,< 5
875,SA New Hope Leslieville,29A Leslie St,2021,Q3,0
876,SA New Hope Leslieville,29A Leslie St,2021,Q4,< 5
877,SA New Hope Leslieville,29A Leslie St,2022,Q1,< 5
878,SA New Hope Leslieville,29A Leslie St,2022,Q2,0
879,SA New Hope Leslieville,29A Leslie St,2022,Q4,< 5
880,SA New Hope Leslieville,29A Leslie St,2022,Q3,0
881,SA New Hope Leslieville,29A Leslie St,2023,Q1,< 5
882,SA New Hope Leslieville,29A Leslie St,2023,Q2,10
883,SA New Hope Leslieville,29A Leslie St,2023,Q3,7
884,SA New Hope Leslieville,29A Leslie St,2023,Q4,0
885,SA North Hotel Program,30 Norfinch Dr,2021,Q1,< 5
886,SA North Hotel Program,30 Norfinch Dr,2021,Q2,0
887,SA North Hotel Program,30 Norfinch Dr,2021,Q3,< 5
888,SA North Hotel Program,30 Norfinch Dr,2021,Q4,0
889,SA North Hotel Program,30 Norfinch Dr,2022,Q1,< 5
890,SA North Hotel Program,30 Norfinch Dr,2022,Q2,< 5
891,SA North Hotel Program,30 Norfinch Dr,2022,Q3,< 5
892,SA North Hotel Program,30 Norfinch Dr,2022,Q4,< 5
893,SA Scarborough Hotel Program,50 Estate Dr,2020,Q1,NA
894,SA Scarborough Hotel Program,50 Estate Dr,2020,Q2,NA
895,SA Scarborough Hotel Program,50 Estate Dr,2020,Q3,7
896,SA Scarborough Hotel Program,50 Estate Dr,2020,Q4,< 5
897,SA Scarborough Hotel Program,50 Estate Dr,2021,Q1,< 5
898,SA Scarborough Hotel Program,50 Estate Dr,2021,Q2,9
899,SA Scarborough Hotel Program,50 Estate Dr,2021,Q3,< 5
900,SA Scarborough Hotel Program,50 Estate Dr,2021,Q4,5
901,SA Scarborough Hotel Program,50 Estate Dr,2022,Q1,0
902,SA Scarborough Hotel Program,50 Estate Dr,2022,Q2,< 5
903,SA Scarborough Hotel Program,50 Estate Dr,2022,Q3,< 5
904,SA Scarborough Hotel Program,50 Estate Dr,2022,Q4,< 5
905,SA Scarborough Hotel Program,50 Estate Dr,2023,Q1,< 5
